Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status (Actual),Predicted Status,Risk (Probability)
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,170.0,0,0,0,1,Female,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,1,1,0.66
Single,1st Phase - General Contingent,5,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",133.0,1,0,0,1,Female,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,0,0,0.21488095238095237
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,1,0,0,1,Male,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,1,1,0.525
Divorced,Change of Course,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",149.8,0,0,0,1,Male,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,1,1,0.6
Single,3rd Phase - General Contingent,4,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,118.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",111.4,1,0,1,0,Female,0,20,0,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,0,0.0
Single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,135.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Master's,Unskilled Workers,Specialists in Intellectual and Scientific Activities,143.8,1,0,1,1,Female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1,1,0.75
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,128.0,0,0,0,1,Female,1,18,0,0,7,9,7,13.055555555555555,0,0,8,8,8,15.8125,0,13.9,-0.3,0.79,1,1,0.7700551604713871
Single,1st Phase - General Contingent,5,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",126.8,0,0,0,0,Male,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,1,1,0.58
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,151.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,157.0,1,0,1,1,Female,1,18,0,0,6,8,5,11.6,0,0,6,12,4,11.0,0,7.6,2.6,0.32,1,1,0.56
Single,Change of Course,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,127.0,0,0,0,1,Female,0,20,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,1,1,0.505
Single,1st Phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,111.8,0,0,0,1,Female,0,22,0,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,1,0,0.4185897435897436
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,167.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",156.2,0,0,0,1,Female,1,18,0,0,6,6,6,14.333333333333334,0,0,6,7,6,14.142857142857142,0,15.5,2.8,-4.06,1,1,0.955
Single,Transfer,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,150.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Administrative Staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",148.0,0,0,0,1,Female,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,1,1,0.72
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.0,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,119.7,1,0,1,1,Female,1,19,1,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,1,1,0.9444696969696971
Single,Technological Specialization Diploma Holders,1,Informatics Engineering,Daytime,Technological Specialization Course,151.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction and Craftsmen",151.0,0,0,1,1,Female,0,26,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0,0,0.025
Married,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,117.0,1,0,0,1,Female,0,33,0,0,6,7,6,12.833333333333334,0,0,6,8,6,12.857142857142858,0,12.4,0.5,1.79,1,1,0.77
Married,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,100.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,Armed Forces Professions,111.3,0,0,1,0,Female,0,25,0,0,6,7,6,13.333333333333334,0,0,6,6,6,13.5,0,7.6,2.6,0.32,1,1,0.855
Single,2nd Phase - General Contingent,2,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,114.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Student,108.8,1,0,0,1,Female,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,1,1,0.7898958333333335
Single,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Cleaning Workers,"Workers in Food Processing, Woodworking, Clothing and Other Industries and Crafts",118.6,1,0,0,1,Female,1,21,0,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,1,0,0.42
Single,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,143.2,0,0,0,1,Male,0,35,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0,0,0.0002
Married,Change of Course,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120.1,0,0,0,0,Female,0,39,0,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,0,0,0.15
Single,Over 23 Years Old,1,Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106.0,1,0,0,1,Male,0,24,0,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,1,1,0.9597916666666666
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",106.5,0,0,0,1,Female,1,32,0,0,6,7,6,12.666666666666666,0,0,6,7,6,13.333333333333334,0,12.7,3.7,-1.7,1,1,0.9697916666666666
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,120.0,0,0,0,1,Female,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,1,0,0.49
Single,1st Phase - General Contingent,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,157.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,143.0,0,0,0,1,Male,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,1,1,0.77322903890933
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",150.0,0,0,0,1,Male,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,1,1,0.645
Single,2nd Phase - General Contingent,2,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.2,1,0,0,1,Female,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,1,1,0.6094444444444445
Single,Change of Course,1,Biofuel Production Technologies,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",100.0,1,0,0,1,Male,0,32,0,0,7,7,0,0.0,0,0,7,8,0,0.0,0,13.9,-0.3,0.79,0,0,0.01
Single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,148.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Unskilled Workers,131.6,0,0,0,1,Male,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,0,0,0.215
Single,1st Phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",137.6,1,0,0,1,Male,1,21,0,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,8.9,1.4,3.51,1,1,0.95
Single,2nd Phase - General Contingent,6,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131.0,Portuguese,Unknown,Unknown,Student,Student,129.3,0,0,0,1,Male,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0,0,0.05026948518838079
Single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,126.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Other Situation,Other Situation,119.0,1,0,1,1,Male,0,20,0,0,6,10,1,12.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0,0.025
Married,Over 23 Years Old,1,Management (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Unknown,Unknown,Student,Student,114.6,1,0,0,1,Female,0,46,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,0,0.0052
Single,Technological Specialization Diploma Holders,1,Equinculture,Daytime,Technological Specialization Course,140.0,Portuguese,Higher Education - Master's,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,140.0,1,0,0,1,Male,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,0,0,0.125
Married,Over 23 Years Old,1,Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,100.0,0,0,0,1,Male,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,1,1,0.6
Single,Change of Course,4,Nursing,Daytime,Frequency of Higher Education,134.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.8,1,0,0,1,Female,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,1,1,0.9494736842105262
Single,Over 23 Years Old,1,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",116.5,0,0,0,1,Male,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,1,0,0.49
Single,2nd Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,136.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers and Sellers",126.0,1,0,0,1,Female,0,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,1,1,0.8
Single,3rd Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",141.6,0,0,0,1,Female,1,19,0,6,12,12,11,13.090909090909092,0,5,11,12,11,12.083333333333334,0,10.8,1.4,1.74,1,1,0.985
Single,1st Phase - General Contingent,1,Communication Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,117.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Unskilled Workers,118.4,0,0,0,1,Male,0,19,0,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,1,1,0.74
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,1,0,0,1,Male,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,1,1,0.9389859862506611
Single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological Specialization Course,150.0,Portuguese,Other - 11th Year of Schooling,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,147.7,0,0,1,1,Female,1,22,0,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,12.4,0.5,1.79,1,1,0.9633333333333333
Married,1st Phase - General Contingent,4,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",122.5,0,1,0,1,Female,1,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,1,1,0.9597916666666666
Single,1st Phase - General Contingent,6,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,145.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.3,1,0,0,1,Female,1,19,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,1,1,0.8043552631578947
Single,2nd Phase - General Contingent,5,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,122.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",123.1,1,0,0,0,Female,0,19,0,0,6,12,3,11.0,0,0,6,12,3,12.0,0,9.4,-0.8,-3.12,0,0,0.025
Married,Over 23 Years Old,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",134.0,0,0,0,1,Male,1,40,0,0,6,7,6,12.333333333333334,0,0,6,10,4,12.75,0,8.9,1.4,3.51,0,0,0.2448076923076923
Single,2nd Phase - General Contingent,2,Social Service (Evening Attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,134.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,(Blank),126.0,1,0,0,1,Male,0,22,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,1,1,0.9439266343990306
Single,1st Phase - General Contingent,6,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,143.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.7,1,0,0,1,Male,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,1,1,0.67
Divorced,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,110.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,(Blank),107.2,0,0,0,1,Male,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0,0,0.0
Single,Change of Course,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,151.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",111.0,0,0,0,1,Male,0,28,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,0,0,0.02
Single,2nd Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",131.9,1,0,0,1,Female,1,18,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,1,1,0.7414296416833298
Single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",122.7,1,0,0,1,Female,1,18,0,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,1,1,0.8708551023857821
Single,Over 23 Years Old,1,Management (Evening Attendance),Evening,Higher Education - Degree,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",134.0,0,0,0,1,Female,0,25,0,0,5,14,1,11.0,0,0,5,11,2,12.666666666666666,4,16.2,0.3,-0.92,0,0,0.055
Single,Over 23 Years Old,1,Agronomy,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,0,0,0,1,Male,0,32,0,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,1,1,0.9
Single,3rd Phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,119.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.2,1,0,0,1,Female,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,0,0,0.01
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",127.9,1,0,0,1,Female,1,18,0,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,1,1,0.9594035087719298
Single,2nd Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",115.8,1,0,0,1,Male,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,1,0,0.48
Single,Change of Course,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,127.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",100.0,0,0,0,1,Female,0,21,0,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,1,0,0.3107142857142857
Single,Technological Specialization Diploma Holders,1,Veterinary Nursing,Daytime,Technological Specialization Course,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative Staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,1,0,0,1,Female,1,22,0,3,6,11,6,13.142857142857142,0,2,6,10,3,12.0,0,13.9,-0.3,0.79,1,0,0.49
Divorced,Over 23 Years Old,1,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,112.0,0,0,1,1,Female,0,45,0,4,10,12,5,12.166666666666666,4,2,8,8,0,0.0,2,12.7,3.7,-1.7,0,0,0.055
Single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.6,0,0,0,1,Female,0,18,0,0,6,6,6,13.666666666666666,0,0,6,8,5,13.6,0,8.9,1.4,3.51,1,0,0.31
Married,Transfer,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.8,0,0,0,0,Male,0,49,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0,0,0.0
